transaction_id,customer_id,amount,payment_method,transaction_date,status,failure_reason,checkout_time_seconds,previous_transactions,previous_successes,previous_failures,customer_lifetime_value
TXN006072,C0212,16714.4,UPI,2026-05-25 12:06:07.236723,Abandoned,Checkout Abandoned,39,11,9,2,141238.16
TXN006073,C1517,7156.6,UPI,2026-05-25 12:40:23.762376,Success,,396,12,7,5,117048.94
TXN006074,C1704,16038.25,Wallet,2026-05-25 13:14:40.288028,Success,,63,29,3,26,45999.68
TXN006075,C0039,15229.83,UPI,2026-05-25 13:48:56.813681,Success,,696,13,12,1,113988.8
TXN006076,C0369,3921.08,UPI,2026-05-25 14:23:13.339333,Success,,771,24,5,19,67778.67
TXN006077,C0757,5247.99,Credit Card,2026-05-25 14:57:29.864986,Success,,19,9,5,4,116759.63
TXN006078,C0151,15578.58,Credit Card,2026-05-25 15:31:46.390639,Failed,Bank Timeout,796,19,1,18,133042.4
TXN006079,C1135,3292.93,Net Banking,2026-05-25 16:06:02.916291,Success,,274,25,8,17,37865.93
TXN006080,C1504,6703.0,UPI,2026-05-25 16:40:19.441944,Failed,Network Error,144,13,5,8,36177.43
TXN006081,C1460,20897.61,Net Banking,2026-05-25 17:14:35.967596,Failed,Insufficient Balance,582,13,4,9,65177.42
TXN006082,C1071,8244.58,Debit Card,2026-05-25 17:48:52.493249,Failed,Card Declined,535,12,1,11,8204.31
TXN006083,C1024,12252.7,Debit Card,2026-05-25 18:23:09.018901,Success,,267,20,13,7,103010.05
TXN006084,C1599,23534.39,UPI,2026-05-25 18:57:25.544554,Failed,Bank Timeout,415,2,1,1,112580.31
TXN006085,C0737,5756.01,UPI,2026-05-25 19:31:42.070207,Success,,453,29,14,15,52141.79
TXN006086,C1390,9801.69,Credit Card,2026-05-25 20:05:58.595859,Success,,310,28,16,12,70060.15
TXN006087,C0069,15200.8,Net Banking,2026-05-25 20:40:15.121512,Abandoned,Checkout Abandoned,797,23,6,17,88758.31
TXN006088,C0299,18907.94,Credit Card,2026-05-25 21:14:31.647164,Abandoned,Checkout Abandoned,35,18,10,8,11502.88
TXN006089,C0944,22551.17,UPI,2026-05-25 21:48:48.172817,Success,,452,19,12,7,106838.98
TXN006090,C0802,22895.28,UPI,2026-05-25 22:23:04.698469,Failed,Bank Timeout,48,9,6,3,79241.9
TXN006091,C0296,19438.34,Debit Card,2026-05-25 22:57:21.224122,Success,,255,11,4,7,93827.21
TXN006092,C0203,5785.44,Debit Card,2026-05-25 23:31:37.749774,Success,,672,22,16,6,108712.67
TXN006093,C0061,717.75,UPI,2026-05-26 00:05:54.275427,Success,,217,1,0,1,101496.03
TXN006094,C0946,9655.97,UPI,2026-05-26 00:40:10.801080,Success,,674,0,0,0,14750.58
TXN006095,C0963,3624.57,UPI,2026-05-26 01:14:27.326732,Success,,637,3,3,0,117497.52
TXN006096,C1854,17788.65,Credit Card,2026-05-26 01:48:43.852385,Success,,210,7,3,4,91701.96
TXN006097,C1338,16562.15,Debit Card,2026-05-26 02:23:00.378037,Success,,190,30,0,30,107374.69
TXN006098,C1185,1194.89,Net Banking,2026-05-26 02:57:16.903690,Success,,390,16,9,7,39594.51
TXN006099,C0331,20931.19,Credit Card,2026-05-26 03:31:33.429342,Success,,802,25,1,24,33603.37
TXN006100,C1552,6293.71,UPI,2026-05-26 04:05:49.954995,Success,,183,13,12,1,124000.8
TXN006101,C0338,10862.45,Debit Card,2026-05-26 04:40:06.480648,Success,,676,13,12,1,58863.18
TXN006102,C1630,16731.55,Wallet,2026-05-26 05:14:23.006300,Success,,877,18,11,7,86514.33
TXN006103,C1328,10792.53,Net Banking,2026-05-26 05:48:39.531953,Success,,328,3,0,3,82963.52
TXN006104,C1527,11088.07,Net Banking,2026-05-26 06:22:56.057605,Success,,124,19,9,10,87982.44
TXN006105,C1674,1734.14,UPI,2026-05-26 06:57:12.583258,Success,,312,15,3,12,10891.21
TXN006106,C1362,10095.94,Debit Card,2026-05-26 07:31:29.108910,Success,,151,18,4,14,45719.81
TXN006107,C1574,19144.71,Net Banking,2026-05-26 08:05:45.634563,Abandoned,Checkout Abandoned,800,18,9,9,10438.84
TXN006108,C0639,22887.89,Debit Card,2026-05-26 08:40:02.160216,Success,,537,12,6,6,72284.07
TXN006109,C0275,10396.08,UPI,2026-05-26 09:14:18.685868,Success,,157,6,6,0,135363.75
TXN006110,C1188,10647.29,Wallet,2026-05-26 09:48:35.211521,Success,,510,23,17,6,58681.84
TXN006111,C1467,17595.41,Credit Card,2026-05-26 10:22:51.737173,Success,,396,13,3,10,117476.24
TXN006112,C0319,23575.02,UPI,2026-05-26 10:57:08.262826,Success,,783,28,3,25,43443.33
TXN006113,C0589,6749.82,UPI,2026-05-26 11:31:24.788478,Abandoned,Checkout Abandoned,38,9,0,9,128511.73
TXN006114,C0504,11059.59,Credit Card,2026-05-26 12:05:41.314131,Success,,269,13,11,2,63215.71
TXN006115,C1710,19919.73,UPI,2026-05-26 12:39:57.839783,Success,,123,19,7,12,53605.0
TXN006116,C0387,15281.37,UPI,2026-05-26 13:14:14.365436,Success,,17,10,10,0,104773.2
TXN006117,C1994,2853.6,Debit Card,2026-05-26 13:48:30.891089,Success,,313,10,2,8,77157.21
TXN006118,C0870,15730.55,Debit Card,2026-05-26 14:22:47.416741,Abandoned,Checkout Abandoned,264,14,14,0,50929.35
TXN006119,C0833,4749.98,Debit Card,2026-05-26 14:57:03.942394,Success,,93,7,3,4,9184.79
TXN006120,C1015,12804.38,UPI,2026-05-26 15:31:20.468046,Success,,25,23,11,12,25412.58
TXN006121,C1912,13274.67,Debit Card,2026-05-26 16:05:36.993699,Success,,312,21,12,9,115962.4
TXN006122,C0603,21917.46,UPI,2026-05-26 16:39:53.519351,Success,,808,16,11,5,138149.39
TXN006123,C1774,11616.11,UPI,2026-05-26 17:14:10.045004,Success,,105,22,9,13,25741.32
TXN006124,C1800,7058.12,UPI,2026-05-26 17:48:26.570657,Success,,131,22,20,2,85631.46
TXN006125,C0691,5851.06,Net Banking,2026-05-26 18:22:43.096309,Success,,235,20,20,0,5608.97
TXN006126,C0494,21868.87,UPI,2026-05-26 18:56:59.621962,Success,,38,5,2,3,43981.1
TXN006127,C0490,4358.17,UPI,2026-05-26 19:31:16.147614,Success,,597,13,13,0,67593.8
TXN006128,C0721,10704.13,UPI,2026-05-26 20:05:32.673267,Abandoned,Checkout Abandoned,333,8,7,1,110513.74
TXN006129,C1097,4760.61,Credit Card,2026-05-26 20:39:49.198919,Success,,128,2,2,0,7094.12
TXN006130,C0509,19355.27,Wallet,2026-05-26 21:14:05.724572,Success,,180,11,0,11,117293.98
TXN006131,C0390,11911.88,Wallet,2026-05-26 21:48:22.250225,Success,,43,3,0,3,30795.84
TXN006132,C1643,8843.48,UPI,2026-05-26 22:22:38.775877,Success,,783,24,15,9,114050.0
TXN006133,C1881,9091.38,UPI,2026-05-26 22:56:55.301530,Success,,314,14,1,13,94007.89
TXN006134,C0295,21320.13,UPI,2026-05-26 23:31:11.827182,Success,,197,12,0,12,51266.59
TXN006135,C1393,13888.97,Debit Card,2026-05-27 00:05:28.352835,Success,,60,25,21,4,108700.85
TXN006136,C1980,17974.91,UPI,2026-05-27 00:39:44.878487,Success,,530,29,3,26,35830.23
TXN006137,C0796,22436.26,UPI,2026-05-27 01:14:01.404140,Success,,142,27,25,2,33349.33
TXN006138,C0865,22553.37,Credit Card,2026-05-27 01:48:17.929792,Success,,375,17,16,1,9730.84
TXN006139,C1718,8279.88,UPI,2026-05-27 02:22:34.455445,Success,,201,13,6,7,59265.04
TXN006140,C0549,23816.04,UPI,2026-05-27 02:56:50.981098,Success,,537,12,8,4,15107.14
TXN006141,C0649,719.41,UPI,2026-05-27 03:31:07.506750,Failed,Card Declined,196,8,4,4,63215.39
TXN006142,C1874,9483.21,UPI,2026-05-27 04:05:24.032403,Success,,193,30,22,8,1965.63
TXN006143,C0568,22405.39,Credit Card,2026-05-27 04:39:40.558055,Success,,202,4,3,1,23684.96
TXN006144,C1211,6938.46,Wallet,2026-05-27 05:13:57.083708,Success,,93,18,4,14,139889.61
TXN006145,C0853,6899.73,UPI,2026-05-27 05:48:13.609360,Success,,403,7,7,0,119436.49
TXN006146,C0770,7635.29,UPI,2026-05-27 06:22:30.135013,Success,,696,12,3,9,35806.46
TXN006147,C0445,15346.6,Wallet,2026-05-27 06:56:46.660666,Success,,512,8,6,2,107884.66
TXN006148,C1594,11014.49,Net Banking,2026-05-27 07:31:03.186318,Success,,613,16,8,8,100438.03
TXN006149,C0363,18195.7,UPI,2026-05-27 08:05:19.711971,Success,,812,4,3,1,26950.38
TXN006150,C0123,22383.27,Debit Card,2026-05-27 08:39:36.237623,Abandoned,Checkout Abandoned,71,29,4,25,55973.25
TXN006151,C1212,16887.56,UPI,2026-05-27 09:13:52.763276,Success,,42,8,7,1,137099.01
TXN006152,C0742,5191.22,Debit Card,2026-05-27 09:48:09.288928,Success,,502,10,3,7,110938.32
TXN006153,C0680,23323.78,Wallet,2026-05-27 10:22:25.814581,Success,,152,1,0,1,114172.2
TXN006154,C0420,6685.87,Credit Card,2026-05-27 10:56:42.340234,Success,,350,12,3,9,84800.96
TXN006155,C1650,3832.37,Credit Card,2026-05-27 11:30:58.865886,Success,,371,0,0,0,99998.2
TXN006156,C1276,2340.19,UPI,2026-05-27 12:05:15.391539,Success,,132,7,6,1,76556.4
TXN006157,C1643,14128.26,Credit Card,2026-05-27 12:39:31.917191,Success,,507,14,5,9,111263.62
TXN006158,C1573,2932.69,Credit Card,2026-05-27 13:13:48.442844,Success,,124,21,0,21,110042.78
TXN006159,C1359,3555.52,Debit Card,2026-05-27 13:48:04.968496,Failed,Bank Timeout,894,29,8,21,5146.94
TXN006160,C0092,7570.76,UPI,2026-05-27 14:22:21.494149,Abandoned,Checkout Abandoned,366,29,28,1,94950.27
TXN006161,C1554,7113.16,Credit Card,2026-05-27 14:56:38.019801,Success,,403,1,0,1,94657.14
TXN006162,C1890,15145.56,Credit Card,2026-05-27 15:30:54.545454,Failed,Card Declined,513,2,1,1,10564.33
TXN006163,C0063,20436.96,UPI,2026-05-27 16:05:11.071107,Failed,Card Declined,601,20,10,10,61852.0
TXN006164,C1686,19057.61,UPI,2026-05-27 16:39:27.596759,Abandoned,Checkout Abandoned,763,16,4,12,134868.97
TXN006165,C0512,6635.86,UPI,2026-05-27 17:13:44.122412,Success,,145,17,3,14,143039.1
TXN006166,C1163,6208.23,Debit Card,2026-05-27 17:48:00.648064,Failed,Card Declined,374,26,25,1,117440.54
TXN006167,C1722,24148.21,Credit Card,2026-05-27 18:22:17.173717,Success,,616,27,18,9,23144.94
TXN006168,C1209,305.08,Net Banking,2026-05-27 18:56:33.699369,Success,,273,16,15,1,56520.63
TXN006169,C1229,22005.04,UPI,2026-05-27 19:30:50.225022,Success,,150,29,1,28,27791.73
TXN006170,C0772,5073.24,Net Banking,2026-05-27 20:05:06.750675,Failed,Network Error,97,13,8,5,97994.35
TXN006171,C1238,23687.38,Debit Card,2026-05-27 20:39:23.276327,Success,,469,10,0,10,116085.1
TXN006172,C0256,8623.45,UPI,2026-05-27 21:13:39.801980,Failed,Insufficient Balance,246,22,1,21,132622.97
TXN006173,C0135,11064.76,UPI,2026-05-27 21:47:56.327632,Success,,519,22,21,1,129166.95
TXN006174,C1597,17707.3,UPI,2026-05-27 22:22:12.853285,Success,,580,25,5,20,15331.88
TXN006175,C0875,14732.96,Wallet,2026-05-27 22:56:29.378937,Success,,858,30,27,3,19288.26
TXN006176,C0822,8016.69,UPI,2026-05-27 23:30:45.904590,Failed,Insufficient Balance,184,13,0,13,136495.94
TXN006177,C0088,13890.39,UPI,2026-05-28 00:05:02.430243,Abandoned,Checkout Abandoned,581,4,2,2,126645.77
TXN006178,C1860,18294.6,UPI,2026-05-28 00:39:18.955895,Failed,Technical Error,178,25,19,6,69326.54
TXN006179,C0988,1154.14,Net Banking,2026-05-28 01:13:35.481548,Success,,61,5,5,0,64792.79
TXN006180,C1231,378.86,UPI,2026-05-28 01:47:52.007200,Success,,237,28,22,6,83143.55
TXN006181,C1153,11505.87,UPI,2026-05-28 02:22:08.532853,Success,,257,18,14,4,89697.06
TXN006182,C0823,3382.73,UPI,2026-05-28 02:56:25.058505,Success,,341,10,8,2,38505.38
TXN006183,C1027,16642.17,UPI,2026-05-28 03:30:41.584158,Success,,897,1,1,0,60859.39
TXN006184,C0974,5429.91,UPI,2026-05-28 04:04:58.109810,Success,,447,9,1,8,93144.1
TXN006185,C0934,10877.99,Credit Card,2026-05-28 04:39:14.635463,Success,,45,12,6,6,31336.97
TXN006186,C1778,5022.01,Net Banking,2026-05-28 05:13:31.161116,Failed,Network Error,342,30,16,14,149825.57
TXN006187,C0121,13757.24,Net Banking,2026-05-28 05:47:47.686768,Success,,108,24,2,22,42799.45
TXN006188,C1409,2989.73,Debit Card,2026-05-28 06:22:04.212421,Failed,Technical Error,78,1,1,0,83086.08
TXN006189,C1638,675.36,UPI,2026-05-28 06:56:20.738073,Success,,150,13,2,11,83346.86
TXN006190,C1062,1373.18,Debit Card,2026-05-28 07:30:37.263726,Success,,503,16,7,9,67997.04
TXN006191,C1365,23861.04,UPI,2026-05-28 08:04:53.789378,Success,,721,8,6,2,36610.75
TXN006192,C1008,3642.93,UPI,2026-05-28 08:39:10.315031,Success,,276,7,2,5,85020.28
TXN006193,C0925,17741.11,Wallet,2026-05-28 09:13:26.840684,Success,,17,7,6,1,14106.66
TXN006194,C0645,1791.36,Net Banking,2026-05-28 09:47:43.366336,Success,,424,6,1,5,58345.45
TXN006195,C0714,2793.19,Credit Card,2026-05-28 10:21:59.891989,Failed,Insufficient Balance,583,24,11,13,34025.7
TXN006196,C0860,12771.02,Net Banking,2026-05-28 10:56:16.417641,Abandoned,Checkout Abandoned,149,26,10,16,19064.58
TXN006197,C0021,11675.29,Wallet,2026-05-28 11:30:32.943294,Success,,410,15,15,0,138859.7
TXN006198,C0242,23794.35,Credit Card,2026-05-28 12:04:49.468946,Success,,420,18,10,8,105141.47
TXN006199,C0455,23626.4,Credit Card,2026-05-28 12:39:05.994599,Abandoned,Checkout Abandoned,854,23,2,21,25739.92
TXN006200,C0963,19512.26,Debit Card,2026-05-28 13:13:22.520252,Failed,Insufficient Balance,882,16,9,7,142434.68
TXN006201,C0621,15092.34,UPI,2026-05-28 13:47:39.045904,Success,,863,0,0,0,32790.82
TXN006202,C0303,11428.51,UPI,2026-05-28 14:21:55.571557,Failed,Insufficient Balance,119,26,4,22,35724.18
TXN006203,C1620,8968.85,Debit Card,2026-05-28 14:56:12.097209,Success,,181,12,11,1,20423.92
TXN006204,C1619,23682.48,UPI,2026-05-28 15:30:28.622862,Success,,579,30,30,0,109314.04
TXN006205,C0803,15112.43,UPI,2026-05-28 16:04:45.148514,Success,,865,30,12,18,85845.88
TXN006206,C0964,14518.91,UPI,2026-05-28 16:39:01.674167,Success,,423,15,8,7,9208.54
TXN006207,C0069,5874.34,UPI,2026-05-28 17:13:18.199819,Success,,17,5,5,0,4282.34
TXN006208,C1153,1262.78,Wallet,2026-05-28 17:47:34.725472,Success,,372,14,11,3,80132.59
TXN006209,C0196,23635.2,Debit Card,2026-05-28 18:21:51.251125,Failed,Bank Timeout,385,11,3,8,97903.91
TXN006210,C0140,7912.01,Credit Card,2026-05-28 18:56:07.776777,Success,,585,23,2,21,123519.61
TXN006211,C1468,11120.47,Wallet,2026-05-28 19:30:24.302430,Success,,829,7,5,2,72001.8
TXN006212,C0283,2954.53,Net Banking,2026-05-28 20:04:40.828082,Success,,336,25,8,17,101641.31
TXN006213,C0312,20939.42,Credit Card,2026-05-28 20:38:57.353735,Success,,287,0,0,0,110181.52
TXN006214,C0746,788.03,Net Banking,2026-05-28 21:13:13.879387,Success,,200,10,4,6,92151.38
TXN006215,C1559,20866.37,UPI,2026-05-28 21:47:30.405040,Failed,Technical Error,513,14,11,3,53156.33
TXN006216,C1689,3593.1,UPI,2026-05-28 22:21:46.930693,Failed,Network Error,743,0,0,0,20218.37
TXN006217,C0277,22175.45,UPI,2026-05-28 22:56:03.456345,Success,,88,24,6,18,97307.01
TXN006218,C0061,18271.34,Debit Card,2026-05-28 23:30:19.981998,Success,,558,15,6,9,115420.1
TXN006219,C1343,4200.29,Credit Card,2026-05-29 00:04:36.507650,Failed,Technical Error,709,24,6,18,28879.15
TXN006220,C1914,14188.87,Debit Card,2026-05-29 00:38:53.033303,Success,,669,6,0,6,74482.57
TXN006221,C0052,7885.14,Debit Card,2026-05-29 01:13:09.558955,Success,,104,0,0,0,59888.19
TXN006222,C1880,4538.0,UPI,2026-05-29 01:47:26.084608,Success,,636,28,1,27,31252.61
TXN006223,C0153,21493.64,UPI,2026-05-29 02:21:42.610261,Abandoned,Checkout Abandoned,462,25,7,18,37174.32
TXN006224,C1773,10147.72,Credit Card,2026-05-29 02:55:59.135913,Success,,694,1,1,0,36032.29
TXN006225,C1335,10023.74,UPI,2026-05-29 03:30:15.661566,Abandoned,Checkout Abandoned,643,7,6,1,63130.18
TXN006226,C1838,4330.18,Credit Card,2026-05-29 04:04:32.187218,Success,,323,23,0,23,58874.06
TXN006227,C0544,9638.34,Credit Card,2026-05-29 04:38:48.712871,Success,,213,10,9,1,83349.72
TXN006228,C0567,21803.26,Credit Card,2026-05-29 05:13:05.238523,Success,,686,12,5,7,14435.0
TXN006229,C1888,9141.9,UPI,2026-05-29 05:47:21.764176,Success,,231,4,1,3,87396.93
TXN006230,C1413,23794.93,Credit Card,2026-05-29 06:21:38.289828,Success,,780,17,12,5,3765.99
TXN006231,C1572,23663.09,Net Banking,2026-05-29 06:55:54.815481,Success,,598,18,0,18,38977.58
TXN006232,C0622,3707.98,Wallet,2026-05-29 07:30:11.341134,Success,,596,20,0,20,75569.63
TXN006233,C1201,4515.05,Net Banking,2026-05-29 08:04:27.866786,Success,,743,2,0,2,103196.98
TXN006234,C1386,21580.58,Credit Card,2026-05-29 08:38:44.392439,Failed,Insufficient Balance,210,25,4,21,115804.21
TXN006235,C0314,9879.75,UPI,2026-05-29 09:13:00.918091,Success,,231,0,0,0,5816.42
TXN006236,C0807,208.91,Debit Card,2026-05-29 09:47:17.443744,Abandoned,Checkout Abandoned,614,29,2,27,80854.29
TXN006237,C0848,6919.41,Wallet,2026-05-29 10:21:33.969396,Failed,Network Error,559,21,17,4,53488.27
TXN006238,C0097,14980.96,UPI,2026-05-29 10:55:50.495049,Success,,439,29,5,24,104388.88
TXN006239,C0881,20001.72,UPI,2026-05-29 11:30:07.020702,Success,,243,4,3,1,42925.07
TXN006240,C1237,3421.38,UPI,2026-05-29 12:04:23.546354,Failed,Technical Error,130,18,14,4,111686.68
TXN006241,C0829,2852.48,Debit Card,2026-05-29 12:38:40.072007,Success,,570,8,3,5,90534.42
TXN006242,C0137,23060.11,UPI,2026-05-29 13:12:56.597659,Success,,43,25,5,20,118556.02
TXN006243,C1030,18803.59,UPI,2026-05-29 13:47:13.123312,Failed,Insufficient Balance,675,23,17,6,147666.9
TXN006244,C1011,14785.51,Net Banking,2026-05-29 14:21:29.648964,Success,,139,6,1,5,136333.6
TXN006245,C0109,19252.75,Credit Card,2026-05-29 14:55:46.174617,Abandoned,Checkout Abandoned,388,11,9,2,89196.88
TXN006246,C0547,10778.47,UPI,2026-05-29 15:30:02.700270,Success,,577,13,9,4,134117.45
TXN006247,C1063,18985.55,UPI,2026-05-29 16:04:19.225922,Success,,621,28,12,16,23386.93
TXN006248,C0662,9357.89,UPI,2026-05-29 16:38:35.751575,Failed,Insufficient Balance,144,30,19,11,6933.76
TXN006249,C0425,6177.95,Credit Card,2026-05-29 17:12:52.277227,Success,,893,15,5,10,80203.42
TXN006250,C0630,18252.43,UPI,2026-05-29 17:47:08.802880,Abandoned,Checkout Abandoned,45,12,1,11,146168.28
TXN006251,C0261,10549.84,Credit Card,2026-05-29 18:21:25.328532,Abandoned,Checkout Abandoned,177,26,6,20,106605.6
TXN006252,C1450,24536.29,Debit Card,2026-05-29 18:55:41.854185,Success,,215,17,7,10,46118.79
TXN006253,C0087,8802.18,Debit Card,2026-05-29 19:29:58.379837,Success,,484,29,24,5,100481.32
TXN006254,C0465,23051.01,UPI,2026-05-29 20:04:14.905490,Success,,803,9,5,4,6466.2
TXN006255,C0076,23330.77,Credit Card,2026-05-29 20:38:31.431143,Success,,605,20,1,19,70857.63
TXN006256,C0471,6122.14,Net Banking,2026-05-29 21:12:47.956795,Failed,Network Error,84,20,7,13,35969.72
TXN006257,C2000,19975.71,UPI,2026-05-29 21:47:04.482448,Success,,99,5,1,4,7855.12
TXN006258,C1987,10883.56,UPI,2026-05-29 22:21:21.008100,Success,,642,21,16,5,37861.6
TXN006259,C0414,22946.37,Credit Card,2026-05-29 22:55:37.533753,Success,,620,2,2,0,108507.83
TXN006260,C0825,11308.09,Credit Card,2026-05-29 23:29:54.059405,Success,,334,26,21,5,82902.72
TXN006261,C0895,18633.16,UPI,2026-05-30 00:04:10.585058,Failed,Card Declined,281,3,3,0,4003.52
TXN006262,C0726,11727.49,Debit Card,2026-05-30 00:38:27.110711,Success,,84,0,0,0,61755.79
TXN006263,C0457,5772.24,Credit Card,2026-05-30 01:12:43.636363,Success,,874,10,10,0,112949.58
TXN006264,C1309,5063.82,Wallet,2026-05-30 01:47:00.162016,Success,,146,16,16,0,143213.4
TXN006265,C1263,10693.24,UPI,2026-05-30 02:21:16.687668,Failed,Network Error,270,4,1,3,131216.46
TXN006266,C1701,18911.82,Debit Card,2026-05-30 02:55:33.213321,Failed,Card Declined,221,11,3,8,727.2
TXN006267,C1623,15166.28,UPI,2026-05-30 03:29:49.738973,Failed,Bank Timeout,897,19,2,17,33195.95
TXN006268,C0653,17246.87,Credit Card,2026-05-30 04:04:06.264626,Success,,564,30,18,12,31556.66
TXN006269,C0672,7129.93,Credit Card,2026-05-30 04:38:22.790279,Success,,619,22,3,19,62257.65
TXN006270,C1582,12087.74,UPI,2026-05-30 05:12:39.315931,Abandoned,Checkout Abandoned,807,6,2,4,97040.31
TXN006271,C1396,1205.44,Net Banking,2026-05-30 05:46:55.841584,Abandoned,Checkout Abandoned,595,3,0,3,23383.82
TXN006272,C0495,20456.56,UPI,2026-05-30 06:21:12.367236,Success,,649,25,19,6,137393.96
TXN006273,C1648,24748.31,Credit Card,2026-05-30 06:55:28.892889,Success,,494,29,16,13,116678.98
TXN006274,C1943,10231.29,UPI,2026-05-30 07:29:45.418541,Abandoned,Checkout Abandoned,553,15,3,12,63190.12
TXN006275,C1069,372.99,Debit Card,2026-05-30 08:04:01.944194,Success,,225,14,0,14,87807.02
TXN006276,C1425,4327.84,UPI,2026-05-30 08:38:18.469846,Success,,794,13,9,4,81499.4
TXN006277,C1271,16347.92,Net Banking,2026-05-30 09:12:34.995499,Success,,373,28,25,3,87543.39
TXN006278,C1640,15340.78,Net Banking,2026-05-30 09:46:51.521152,Abandoned,Checkout Abandoned,76,1,0,1,129087.23
TXN006279,C0597,19717.83,Net Banking,2026-05-30 10:21:08.046804,Success,,240,9,3,6,30417.89
TXN006280,C0450,6421.71,UPI,2026-05-30 10:55:24.572457,Failed,Network Error,392,19,3,16,102715.24
TXN006281,C0485,19114.43,Credit Card,2026-05-30 11:29:41.098109,Success,,244,23,8,15,16501.4
TXN006282,C0646,17230.8,UPI,2026-05-30 12:03:57.623762,Success,,163,1,1,0,69145.01
TXN006283,C0620,8138.08,Net Banking,2026-05-30 12:38:14.149414,Success,,21,4,2,2,95557.91
TXN006284,C1042,13682.65,Debit Card,2026-05-30 13:12:30.675067,Abandoned,Checkout Abandoned,46,12,6,6,2369.0
TXN006285,C1630,3767.12,Credit Card,2026-05-30 13:46:47.200720,Success,,691,22,15,7,16655.91
TXN006286,C0662,11368.86,Debit Card,2026-05-30 14:21:03.726372,Success,,322,9,3,6,14144.38
TXN006287,C0758,22041.81,UPI,2026-05-30 14:55:20.252025,Abandoned,Checkout Abandoned,21,21,1,20,56516.54
TXN006288,C0289,10587.67,Credit Card,2026-05-30 15:29:36.777677,Success,,183,12,6,6,93490.34
TXN006289,C1438,21005.21,UPI,2026-05-30 16:03:53.303330,Failed,Card Declined,234,13,7,6,149396.77
TXN006290,C0721,14797.31,Wallet,2026-05-30 16:38:09.828982,Success,,164,24,6,18,38484.79
TXN006291,C0638,4877.73,Net Banking,2026-05-30 17:12:26.354635,Success,,855,17,5,12,20825.95
TXN006292,C0235,14569.55,Debit Card,2026-05-30 17:46:42.880288,Success,,528,19,19,0,62507.02
TXN006293,C0416,12698.98,Wallet,2026-05-30 18:20:59.405940,Abandoned,Checkout Abandoned,245,22,8,14,22323.33
TXN006294,C0938,10026.17,UPI,2026-05-30 18:55:15.931593,Success,,47,27,16,11,4169.41
TXN006295,C0499,3078.8,Net Banking,2026-05-30 19:29:32.457245,Failed,Technical Error,307,7,4,3,84811.88
TXN006296,C0974,10476.05,UPI,2026-05-30 20:03:48.982898,Success,,253,4,2,2,131996.09
TXN006297,C0634,1911.78,Debit Card,2026-05-30 20:38:05.508550,Success,,132,20,15,5,129197.09
TXN006298,C1674,2559.35,Debit Card,2026-05-30 21:12:22.034203,Success,,501,19,0,19,15567.89
TXN006299,C1020,10456.32,UPI,2026-05-30 21:46:38.559855,Failed,Insufficient Balance,676,24,15,9,22547.8
TXN006300,C0115,7704.0,UPI,2026-05-30 22:20:55.085508,Success,,307,11,0,11,73922.59
TXN006301,C0932,23146.05,UPI,2026-05-30 22:55:11.611161,Success,,767,15,5,10,55473.62
TXN006302,C0674,9455.07,Wallet,2026-05-30 23:29:28.136813,Failed,Bank Timeout,884,25,21,4,105609.64
TXN006303,C1737,18970.67,UPI,2026-05-31 00:03:44.662466,Success,,50,19,10,9,74493.68
TXN006304,C1258,13303.16,Credit Card,2026-05-31 00:38:01.188118,Success,,274,18,6,12,3507.67
TXN006305,C1564,17631.73,Debit Card,2026-05-31 01:12:17.713771,Success,,117,24,15,9,43042.34
TXN006306,C1035,6576.89,UPI,2026-05-31 01:46:34.239423,Success,,235,6,1,5,135273.03
TXN006307,C0206,23553.43,Credit Card,2026-05-31 02:20:50.765076,Success,,183,24,24,0,76970.57
TXN006308,C1703,13299.2,Credit Card,2026-05-31 02:55:07.290729,Failed,Network Error,114,3,1,2,119793.34
TXN006309,C0247,20799.97,UPI,2026-05-31 03:29:23.816381,Success,,870,18,1,17,60643.27
TXN006310,C1583,9189.64,Debit Card,2026-05-31 04:03:40.342034,Success,,347,9,3,6,101706.07
TXN006311,C0758,2595.26,UPI,2026-05-31 04:37:56.867686,Failed,Card Declined,703,7,4,3,25765.98
TXN006312,C1151,16875.42,UPI,2026-05-31 05:12:13.393339,Success,,614,15,12,3,110611.72
TXN006313,C0147,293.22,Credit Card,2026-05-31 05:46:29.918991,Abandoned,Checkout Abandoned,640,3,2,1,118093.87
TXN006314,C0118,11934.8,UPI,2026-05-31 06:20:46.444644,Success,,130,9,8,1,13975.97
TXN006315,C1935,4900.77,Wallet,2026-05-31 06:55:02.970297,Success,,196,18,17,1,27904.96
TXN006316,C1406,15721.65,Net Banking,2026-05-31 07:29:19.495949,Success,,790,15,13,2,69701.95
TXN006317,C0412,24487.55,Credit Card,2026-05-31 08:03:36.021602,Success,,863,30,22,8,95796.79
TXN006318,C1688,11663.63,UPI,2026-05-31 08:37:52.547254,Success,,537,11,3,8,95804.95
TXN006319,C1608,20455.71,UPI,2026-05-31 09:12:09.072907,Success,,553,19,13,6,100396.35
TXN006320,C0363,12743.83,UPI,2026-05-31 09:46:25.598559,Success,,433,1,1,0,107305.08
TXN006321,C1533,12446.42,Credit Card,2026-05-31 10:20:42.124212,Success,,355,27,10,17,76112.11
TXN006322,C0137,23267.54,Net Banking,2026-05-31 10:54:58.649864,Success,,104,10,5,5,86440.9
